"property_type","size_sqft","parking","elevator","floor","price_bdt","service_charge_bdt","year_built","building_registration_type","preferred_tenant","furnished","garage_size_sqft","front_road_size_ft","common_area_size_sqft","bedrooms","bathrooms","location","country"
"Residential Apartment","2600","1","1",NA,"125000","10000",2016,"Residential","Family","Un-Furnished","150","15","350","3","3","Gulshan","Bangladesh"
"Residential Apartment","2650","1","1","2","125000","10000",2017,"Residential","Family","Furnished","150","15","150","3","3","Gulshan","Bangladesh"
"Residential Apartment","2300","1","1","6","185000","10000",2017,"Residential","Family","Furnished","150","15","150","3","3","Gulshan","Bangladesh"
"Residential Apartment","4400","2","2",NA,"250000","20000",2021,"Residential","Family","Un-Furnished","300","15","450","4","4","Gulshan","Bangladesh"
"Residential Apartment","1850","1","1","3","100000","10000",2016,"Residential","Family","Furnished","150","15","150","3","3","Gulshan","Bangladesh"
"Residential Apartment","2400","1","1",NA,"75000","10000",2018,"Residential","Family","Un-Furnished","150","15","350","3","3","Gulshan","Bangladesh"
"Commercial Space","18000","8","1","2, 3 & 5","2200000",NA,2000,"Commercial","Corporate Office or MNC Office","Furnished","300","60","400",NA,NA,"Gulshan","Bangladesh"
"Residential Apartment","3500","2","2",NA,"150000","10000",2020,"Residential","Family","Un-Furnished","300","15","450","4","4","Chanpara Bazar","Bangladesh"
"Residential Apartment","1850","1","1","1","85000","7000",2008,"Residential","Family","Furnished","150","15","150","3","3","Chanpara Bazar","Bangladesh"
"Residential Apartment","3750","2","2",NA,"275000","25000",2021,"Residential","Family","Un-Furnished","300","15","450","4","4","Chanpara Bazar","Bangladesh"
"Commercial Space","6000","2","1","3","780000",NA,2000,"Commercial","Corporate Office or MNC Office","Furnished","300","60","400",NA,NA,"Gulshan","Bangladesh"
"Residential Apartment","3000","1","1",NA,"175000","10000",2011,"Residential","Family","Furnished","150","15","150","3","3","Chanpara Bazar","Bangladesh"
"Residential Apartment","2500","1","1",NA,"130000","10000",2020,"Residential","Family","Un-Furnished","150","15","150","3","3","Chanpara Bazar","Bangladesh"
"Residential Apartment","4000","2","2",NA,"360000","40000",2020,"Residential","Family","Un-Furnished","300","15","550","4","3","Chanpara Bazar","Bangladesh"
"Residential Apartment","2700","1","1",NA,"230000","14000",2017,"Residential","Family","Un-Furnished","150","15","150","3","3","Gulshan","Bangladesh"
"Residential Apartment","1700","1","1",NA,"75000","10000",2017,"Residential","Family","Un-Furnished","150","15","200","3","3","Gulshan","Bangladesh"
"Residential Apartment","2000","1","1",NA,"120000","10000",2020,"Residential","Family","Furnished","150","15","150","3","3","Banani","Bangladesh"
"Residential Apartment","3500","2","2",NA,"180000","15000",2016,"Residential","Family","Un-Furnished","300","15","150","4","3","Chanpara Bazar","Bangladesh"
"Residential Apartment","3000","2","2",NA,"200000","14000",2015,"Residential","Family","Furnished","300","15","150","4","4","Chanpara Bazar","Bangladesh"
"Residential Apartment","2600","2","2",NA,"115000","10000",2019,"Residential","Family","Un-Furnished","300","15","150","3","3","Chanpara Bazar","Bangladesh"
"Residential Apartment","3700","1","1",NA,"400000","25000",2017,"Residential","Family","Furnished","150","15","150","4","3","Chanpara Bazar","Bangladesh"
"Residential Apartment","3500","2","2",NA,"150000","15000",2016,"Residential","Family","Un-Furnished","300","15","150","4","3","Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment","2600","1","1",NA,"130000","14000",2010,"Residential","Family","Furnished","150","15","150","3","3","Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Banani","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment","3000","2","2",NA,"200000","14000",2015,"Residential","Family","Furnished","300","15","150","4","4","Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Banani","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Banani","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Commercial Space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Commercial Space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Commercial Space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Commercial Space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Commercial Space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Commercial Space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Commercial Space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Banani","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Commercial Space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Commercial Space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulshan","Bangladesh"
"Commercial Space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Commercial Space",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chanpara Bazar","Bangladesh"
"Residential Apartment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Banani","Bangladesh"
